file,raw_hrr,scaled_linear,affine_linear,cychrr_t,dataset,target,scenario,ID
A3037.xlsx,0.02016353881118063,0.035372254334318246,0.034667731230229044,0.035280646187126265,Graded-test temporal holdout,vo2r,all observations,
A3039.xlsx,0.042798475243771436,0.0338791874311462,0.040269125510588255,0.028836321326788882,Graded-test temporal holdout,vo2r,all observations,
A3041.xlsx,0.06462379421221864,0.09144689732155264,0.0835805879803723,0.09431004872560864,Graded-test temporal holdout,vo2r,all observations,
A3043.xlsx,0.04188286163522009,0.0688159714553396,0.06225896929091297,0.07196079497301386,Graded-test temporal holdout,vo2r,all observations,
A3045.xlsx,0.06807407280631186,0.06979964281253631,0.059141190800515935,0.0790369443351322,Graded-test temporal holdout,vo2r,all observations,
A3049.xlsx,0.05912548615877372,0.039515438573009876,0.04521954208147006,0.033476305832921306,Graded-test temporal holdout,vo2r,all observations,
A3051.xlsx,0.079629556511935,0.054204524543467,0.054428875161686666,0.05296721991783548,Graded-test temporal holdout,vo2r,all observations,
A3052.xlsx,0.04017551385972436,0.043216251295229526,0.03658400431111219,0.04115890479017317,Graded-test temporal holdout,vo2r,all observations,
A3053.xlsx,0.026976704521227475,0.0313554128887548,0.025438758658866356,0.042285025373068066,Graded-test temporal holdout,vo2r,all observations,
A3056.xlsx,0.06188814531548755,0.03031137472551282,0.03471220077395139,0.028531499662742682,Graded-test temporal holdout,vo2r,all observations,
A3057.xlsx,0.11234850966262694,0.08018199587890884,0.08251897534627606,0.07620364444252847,Graded-test temporal holdout,vo2r,all observations,
A3058.xlsx,0.023076923076923148,0.02588348315448801,0.030762046200886774,0.026199729778066227,Graded-test temporal holdout,vo2r,all observations,
A3059.xlsx,0.021816891150630135,0.035713706340473494,0.028726668285893073,0.03928605375071837,Graded-test temporal holdout,vo2r,all observations,
A3060.xlsx,0.05106336107836484,0.042282890674224326,0.04484735017459294,0.03409005283753315,Graded-test temporal holdout,vo2r,all observations,
A3062.xlsx,0.02735835490365259,0.035502906514052426,0.03542177458767079,0.03552994916247946,Graded-test temporal holdout,vo2r,all observations,
A3063.xlsx,0.034392544607341716,0.014436670778388182,0.021545152059424727,0.008652983283320865,Graded-test temporal holdout,vo2r,all observations,
A3066.xlsx,0.02423043805833601,0.032656140136865824,0.026396437776476683,0.0345140520111168,Graded-test temporal holdout,vo2r,all observations,
A3071.xlsx,0.0723358821476795,0.039643774443427975,0.042478500051097635,0.036456150222731055,Graded-test temporal holdout,vo2r,all observations,
A3072.xlsx,0.10100767754318617,0.06822902295151692,0.06957167227943722,0.07061916964017158,Graded-test temporal holdout,vo2r,all observations,
A4000.xlsx,0.059281582172066916,0.04669506458436365,0.037912821988178094,0.05072847934950352,Graded-test temporal holdout,vo2r,all observations,
A4001.xlsx,0.051345508334755624,0.027676216236523547,0.023412051645075926,0.031166149986520435,Graded-test temporal holdout,vo2r,all observations,
A530.xlsx,0.08795946876406871,0.058274618541940985,0.06302860967426394,0.05675686943195772,Graded-test temporal holdout,vo2r,all observations,
A531.xlsx,0.0472422173003568,0.03537617454408703,0.04391654706454998,0.030107429156773904,Graded-test temporal holdout,vo2r,all observations,
A535.xlsx,0.1891018870932388,0.1534494474750636,0.15125283151579066,0.15266199975120084,Graded-test temporal holdout,vo2r,all observations,
A536.xlsx,0.008335310868533514,0.024259229537199764,0.022775288791167157,0.025572322271936107,Graded-test temporal holdout,vo2r,all observations,
A538.xlsx,0.07481005711812395,0.05080913991606513,0.05192029572893365,0.049012537613239204,Graded-test temporal holdout,vo2r,all observations,
A543.xlsx,0.02943181818181822,0.017727493632963838,0.02275793540236397,0.01301505353914615,Graded-test temporal holdout,vo2r,all observations,
A547.xlsx,0.01632619478596117,0.031858180958127334,0.027398724601630047,0.037101316385023085,Graded-test temporal holdout,vo2r,all observations,
A577.xlsx,0.0816923754105418,0.05284628689853098,0.058094894270507055,0.04710191594822019,Graded-test temporal holdout,vo2r,all observations,
A582.xlsx,0.05526059232715008,0.06952238516231436,0.06313358792809759,0.0745541522221736,Graded-test temporal holdout,vo2r,all observations,
A600.xlsx,0.0453938584779706,0.04361562349135941,0.03124983771896761,0.05123487037966388,Graded-test temporal holdout,vo2r,all observations,
A1085.xlsx,0.09035375399011761,0.05918758732601966,0.06251612721131757,0.0535543914877963,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A1086.xlsx,0.052757405966731105,0.023806446556484277,0.03027185141889127,0.019878299555402466,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A1088.xlsx,0.04926750507339756,0.03339180341931275,0.027743721536398175,0.03233149744001095,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A1096.xlsx,0.04470938897168413,0.021577018821684762,0.0296702552525502,0.018630902449908702,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A1106.xlsx,0.08399153471146215,0.0601243346778117,0.061173217819104696,0.05488894165868469,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A1108.xlsx,0.028503503503503464,0.013899757418860672,0.011346988407721359,0.016501736537927154,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A1116.xlsx,0.03897307054770153,0.06611238671499757,0.05782450155905637,0.0724462903903946,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A1117.xlsx,0.07228514323784144,0.041008266610022874,0.04550845826972288,0.035085709108365164,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A1120.xlsx,0.09264821569048132,0.0653635352205796,0.0734723941705019,0.05870316353410576,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A202.xlsx,0.07171625006538151,0.03784165261502422,0.037834572411777075,0.032518041384285726,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A203.xlsx,0.08473249107801657,0.051276469859565285,0.051784895274854394,0.044005580699606146,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A204.xlsx,0.05830310011697434,0.02827594118763077,0.031078855540195263,0.023014956393580564,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A205.xlsx,0.0399826597305589,0.030588541980165907,0.020826059756219872,0.029724955697138455,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A207.xlsx,0.06372703064785566,0.037985002014915836,0.03408979934729329,0.03509922671285575,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A208.xlsx,0.04971804511278202,0.017251568183890537,0.019237712038209287,0.011617382841320467,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A220.xlsx,0.044303238252315635,0.023358740446993063,0.0239232000014244,0.02015179226575199,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A221.xlsx,0.045129870129870193,0.025519810588409648,0.02705536262425393,0.023129901169414855,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A226.xlsx,0.07222132471728597,0.045735143838499435,0.046149494228620025,0.040105409090388344,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A232.xlsx,0.028224687933425807,0.0484920515973525,0.04407365497416581,0.05575906455675976,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A236.xlsx,0.042718587810217916,0.03286234758730289,0.021598113939018695,0.03272188839864711,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A237.xlsx,0.05179227673102727,0.02414944820441219,0.0318172230185658,0.017409733077334393,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A238.xlsx,0.03813161628287675,0.022224034546963527,0.025640309010525362,0.022235024961749957,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A239.xlsx,0.022252862179952322,0.04051823094765351,0.03632599282535245,0.04506972792254954,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A240.xlsx,0.051151680996249026,0.028362234635991277,0.03135476259006056,0.022935009586866024,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A241.xlsx,0.04687313075726753,0.020890835661816383,0.029454105676415904,0.014986425007920544,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A246.xlsx,0.11166201117318435,0.12349874755350936,0.11026861978617121,0.1337914717744125,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A251.xlsx,0.03968008255933956,0.026431512076285375,0.028162744106515692,0.024729433702002885,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A274.xlsx,0.08323362433588886,0.10908412553433146,0.0992089754859901,0.11538484141471048,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A275.xlsx,0.06706705979752794,0.09275721745959378,0.08268459324144163,0.09902835554025496,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A294.xlsx,0.08848455867702736,0.06031364638795846,0.06733104947564525,0.05404592308094503,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A295.xlsx,0.11968826907301067,0.09048296886030745,0.09622645158239822,0.08356023470413954,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3000.xlsx,0.041940454730476216,0.0325937006016611,0.02250140478906821,0.03166213056402452,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3001.xlsx,0.08268266820898407,0.0927491726389606,0.08316753410523511,0.09662381552007415,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3002.xlsx,0.08928571428571436,0.06334437032116556,0.060505103987350956,0.05986221132505649,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3003.xlsx,0.036042629686697504,0.01619526193584453,0.019457418158096772,0.016841846764313412,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3005.xlsx,0.6395963136619559,0.6088740674838229,0.6127493261917741,0.6044871573444379,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3008.xlsx,0.022319538366621112,0.04473627994646133,0.03660658620424145,0.05139252201446012,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3009.xlsx,0.024408317939446353,0.04379251504071054,0.03575366598355293,0.049924437562667644,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3010.xlsx,0.011672159447583106,0.03711554769580496,0.03147432792918769,0.04426502473142691,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3011.xlsx,0.019158477873771628,0.010011759062557293,0.00797628710240785,0.016245750732764852,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
A3012.xlsx,0.0638580931263858,0.029303509570703202,0.0275455653398341,0.025473647145369926,Graded-test temporal holdout,vo2r,exclude each unit target maximum,
