file,raw_linear,scaled_linear,affine_linear,cycling_tail,dataset,target,representation,ID
A1108.xlsx,0.04498069498069498,0.027415366075640466,0.032098481444309955,0.02170742170742172,Graded-test temporal holdout,vo2r,10-bin midpoint,
A1116.xlsx,0.03862994350282488,0.051808472310334155,0.04663593843324823,0.059574968946588105,Graded-test temporal holdout,vo2r,10-bin midpoint,
A1117.xlsx,0.07521097046413507,0.054875724308668106,0.05702534016766837,0.04598520214262211,Graded-test temporal holdout,vo2r,10-bin midpoint,
A1120.xlsx,0.07082149315422374,0.04623003268714743,0.052786394203284716,0.03742061507249465,Graded-test temporal holdout,vo2r,10-bin midpoint,
A202.xlsx,0.06728011472275336,0.04599904316470654,0.04676483138465545,0.03839418091660682,Graded-test temporal holdout,vo2r,10-bin midpoint,
A203.xlsx,0.07381284916201122,0.05471273509124271,0.05729900202978568,0.04913031419628359,Graded-test temporal holdout,vo2r,10-bin midpoint,
A204.xlsx,0.04847250509164973,0.030943169692463135,0.03512391183783001,0.028113609991670382,Graded-test temporal holdout,vo2r,10-bin midpoint,
A205.xlsx,0.0371234207968902,0.043338844870986395,0.03420290644269282,0.04605621377223634,Graded-test temporal holdout,vo2r,10-bin midpoint,
A207.xlsx,0.08085908980287175,0.06599611919090256,0.062479919205012356,0.061439974639075766,Graded-test temporal holdout,vo2r,10-bin midpoint,
A208.xlsx,0.04639097744360907,0.03229497239655092,0.032499182588537325,0.029813896443235777,Graded-test temporal holdout,vo2r,10-bin midpoint,
A220.xlsx,0.058418048867487075,0.04688024036774169,0.05006886300562602,0.04340003061016692,Graded-test temporal holdout,vo2r,10-bin midpoint,
A221.xlsx,0.042573051948051964,0.03406062332483324,0.03334045886352794,0.0306930436584692,Graded-test temporal holdout,vo2r,10-bin midpoint,
A226.xlsx,0.06640895453496427,0.04884362562990975,0.05352674099857924,0.041164104822029486,Graded-test temporal holdout,vo2r,10-bin midpoint,
A232.xlsx,0.04530744336569586,0.045575794265724494,0.043390340427012085,0.04462844377118291,Graded-test temporal holdout,vo2r,10-bin midpoint,
A236.xlsx,0.06486710963455154,0.05919215721907239,0.05088919138476428,0.05671108126575722,Graded-test temporal holdout,vo2r,10-bin midpoint,
A237.xlsx,0.061115506329113986,0.043141281994068935,0.050134294589748926,0.03569805413412345,Graded-test temporal holdout,vo2r,10-bin midpoint,
A238.xlsx,0.037603305785123935,0.02316569695184824,0.029255145410218085,0.017463806341949453,Graded-test temporal holdout,vo2r,10-bin midpoint,
A239.xlsx,0.02848786828422878,0.0236061373609854,0.02848261461897479,0.027214417116330845,Graded-test temporal holdout,vo2r,10-bin midpoint,
A240.xlsx,0.06173044925124797,0.048488893615129945,0.05038324673414724,0.0426997163907279,Graded-test temporal holdout,vo2r,10-bin midpoint,
A241.xlsx,0.06036806635562465,0.046288640927734465,0.0552394743351424,0.041705730746464074,Graded-test temporal holdout,vo2r,10-bin midpoint,
A246.xlsx,0.11512370311252987,0.1283652587486479,0.1173560741728865,0.13609634748942953,Graded-test temporal holdout,vo2r,10-bin midpoint,
A251.xlsx,0.04775910364145663,0.048289699084564285,0.05555239136539009,0.04476031547370728,Graded-test temporal holdout,vo2r,10-bin midpoint,
A274.xlsx,0.09187131630648329,0.11180869989750236,0.10386851074231374,0.11874817121598459,Graded-test temporal holdout,vo2r,10-bin midpoint,
A275.xlsx,0.05439367311072057,0.07674871517977466,0.06957731915739235,0.08580588528300696,Graded-test temporal holdout,vo2r,10-bin midpoint,
A294.xlsx,0.08272315202231524,0.0645999684160452,0.07159298101172519,0.05715674055609971,Graded-test temporal holdout,vo2r,10-bin midpoint,
A295.xlsx,0.13178053830227743,0.11028146198521463,0.11496457735388413,0.10260194117733437,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3000.xlsx,0.04020048716507399,0.03446940783618782,0.028084915043921934,0.036215350173705904,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3001.xlsx,0.07597744360902257,0.08469337918120456,0.0752242517153168,0.08813078796281484,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3002.xlsx,0.08143631436314364,0.06861512557261668,0.06403519984263359,0.06452010737601468,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3003.xlsx,0.04328087167070221,0.028521676313055928,0.030398658134317184,0.0238860840645911,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3005.xlsx,0.654108012394865,0.6268682408005651,0.6295498849273586,0.6190370904090494,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3008.xlsx,0.03236514522821576,0.04452669924652766,0.03923239100444644,0.05128386696487244,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3009.xlsx,0.033863636363636346,0.041491807909598784,0.03670737997209274,0.04720879002793891,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3010.xlsx,0.024737691686844216,0.03035116044363006,0.026750532571541887,0.03579156148575546,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3011.xlsx,0.022651473040578105,0.03751444365254731,0.04103064363843751,0.043891931030767016,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3012.xlsx,0.06171470805617144,0.04183505550115452,0.042472153236936594,0.037349799674657035,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3013.xlsx,0.05716253443526174,0.041568562219678334,0.0431382376586899,0.03886739737803568,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3014.xlsx,0.009760132340777578,0.016722978931458455,0.017410507166247185,0.026035769944486364,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3018.xlsx,0.05168067226890757,0.038439116632789545,0.03729519259955882,0.0326499394083875,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3019.xlsx,0.0580387205387206,0.05094353681380016,0.04552266874272333,0.05218407479045773,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3020.xlsx,0.03190934616927401,0.04016585567356558,0.041161055515564336,0.044658139717924136,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3022.xlsx,0.07506459948320408,0.06519350188804127,0.05844937123929155,0.06532550198227252,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3023.xlsx,0.052026342451874374,0.04571085164114063,0.04013128757807253,0.04559270516717325,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3024.xlsx,0.1059290382819794,0.08745673669228521,0.0855638492006005,0.08134010105224125,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3027.xlsx,0.05038793103448282,0.040215919170390614,0.047266712221809865,0.03562046547648169,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3031.xlsx,0.06217105263157891,0.04810753544788561,0.048755749334204936,0.04397240885902701,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3032.xlsx,0.045994659546061405,0.060743397603841676,0.05447876493339922,0.06795033251585239,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3036.xlsx,0.05261437908496738,0.03815920336633581,0.04303169544334662,0.03344612864846497,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3037.xlsx,0.02466858789625364,0.03596595560884711,0.03695545199000368,0.03966197941150416,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3039.xlsx,0.04355748373101953,0.0371411085058105,0.042393614023025154,0.037263785685348445,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3041.xlsx,0.06276527331189712,0.08660007345690954,0.07893664982953119,0.09430191633790179,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3043.xlsx,0.05589622641509426,0.08001477418088065,0.07276649884521769,0.08886017440563795,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3045.xlsx,0.06456211812627285,0.07497088437135233,0.06451830267804395,0.0830795031609153,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3049.xlsx,0.06945921985815606,0.05479892611816826,0.05461753777860853,0.04838947990543742,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3051.xlsx,0.06314846255423505,0.04813084465541838,0.04795195637786623,0.042893017642864156,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3052.xlsx,0.04874686716791981,0.04265299456810234,0.0396396559402464,0.044520284161941474,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3053.xlsx,0.02920604914933837,0.023243635310238802,0.022195486194843857,0.03057836308047463,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3056.xlsx,0.05963671128107075,0.04190031803887749,0.043689663256509186,0.03715471298970751,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3057.xlsx,0.12839537223340036,0.10711430067535356,0.10788008889530247,0.09950943842725384,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3058.xlsx,0.05309829059829065,0.04316712387120215,0.04990487372689917,0.04109269867248591,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3059.xlsx,0.029015589420213685,0.03492424375386961,0.029782912780979484,0.040563052738676796,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3060.xlsx,0.06712809154669624,0.05724947067530661,0.05874169056478981,0.05257778336287335,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3062.xlsx,0.03479052823315121,0.04718996720097452,0.0436565237029229,0.055130459636476316,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3063.xlsx,0.03443914081145587,0.027848497225471096,0.02840202828109163,0.028013902289025432,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3066.xlsx,0.04166666666666667,0.0323235402896176,0.029004106283222683,0.032217653628043845,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3071.xlsx,0.07170038535645476,0.051533460225388954,0.05351475505998806,0.04491725768321519,Graded-test temporal holdout,vo2r,10-bin midpoint,
A3072.xlsx,0.11350767754318618,0.09031041126751208,0.09315194094603801,0.08332581800774114,Graded-test temporal holdout,vo2r,10-bin midpoint,
A4000.xlsx,0.0473070017953321,0.04288426599346183,0.03770489051708843,0.04738695939021899,Graded-test temporal holdout,vo2r,10-bin midpoint,
A4001.xlsx,0.03976503385105536,0.023226900856755075,0.018938391302845636,0.02257725581907692,Graded-test temporal holdout,vo2r,10-bin midpoint,
A530.xlsx,0.09942996742671012,0.08004054667382302,0.08357399017187464,0.07156353716666289,Graded-test temporal holdout,vo2r,10-bin midpoint,
A531.xlsx,0.05448966408268736,0.041646049850605986,0.04998184875176887,0.036879356265386326,Graded-test temporal holdout,vo2r,10-bin midpoint,
A535.xlsx,0.18049040511727085,0.15190715288714807,0.15263647500138514,0.1449880788559735,Graded-test temporal holdout,vo2r,10-bin midpoint,
A536.xlsx,0.016777408637873803,0.021442092258653657,0.0179010400914716,0.02941534522435054,Graded-test temporal holdout,vo2r,10-bin midpoint,
A538.xlsx,0.04580386610089582,0.035849980500828035,0.040154620665586824,0.033081043666676725,Graded-test temporal holdout,vo2r,10-bin midpoint,
A543.xlsx,0.02738413547237077,0.02507039676424947,0.01971647454760382,0.026929969279781522,Graded-test temporal holdout,vo2r,10-bin midpoint,
A547.xlsx,0.04725585149313961,0.06536165205681119,0.06146929533902819,0.07133555429624663,Graded-test temporal holdout,vo2r,10-bin midpoint,
A577.xlsx,0.08637049613280519,0.06682343781282146,0.07130779559690541,0.058277509529180344,Graded-test temporal holdout,vo2r,10-bin midpoint,
A582.xlsx,0.056112984822934274,0.07168252286168006,0.06512616134554279,0.07903550683904816,Graded-test temporal holdout,vo2r,10-bin midpoint,
A600.xlsx,0.019292389853137526,0.02003528885164998,0.01535217348298049,0.02852771386277046,Graded-test temporal holdout,vo2r,10-bin midpoint,
A1085.xlsx,0.125,0.10748247597150698,0.10686020462138601,0.09815307328605205,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A1086.xlsx,0.06250000000000003,0.047067895498708524,0.04568800730950045,0.03735224586288422,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A1088.xlsx,0.05,0.057388343467799786,0.058696359694149866,0.060097939885173916,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A1096.xlsx,0.05000000000000002,0.03498497940414883,0.033453567847123326,0.02553191489361708,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A1106.xlsx,0.05476190476190479,0.04292625578378413,0.04268126611333771,0.037149611617696754,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A1108.xlsx,0.050000000000000024,0.034508312083645624,0.03348274879452827,0.02475515028706524,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A1116.xlsx,0.03522727272727272,0.03250751029792556,0.034437591542847125,0.04083387062110458,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A1117.xlsx,0.056730769230769244,0.04611887420037939,0.04485078684228377,0.0410642844153483,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A1120.xlsx,0.023015873015872997,0.03978026326794506,0.039790818354327094,0.05006754474839574,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A202.xlsx,0.08173076923076922,0.06415581845855195,0.0634379241561698,0.05562943262411355,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A203.xlsx,0.06923076923076923,0.05820179029493907,0.057085226304660876,0.05270276413893441,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A204.xlsx,0.06923076923076923,0.05820179029493907,0.057085226304660876,0.05270276413893441,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A205.xlsx,0.03253968253968255,0.03309738389464541,0.03367284485549288,0.035123269165822334,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A207.xlsx,0.10714285714285714,0.08974449994448992,0.08941161490825221,0.08073286052009461,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A208.xlsx,0.09571428571428578,0.08203393361584359,0.08141489784149289,0.07342114150624798,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A220.xlsx,0.07424242424242428,0.05996888614513364,0.05997935043751309,0.054182486806600316,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A221.xlsx,0.05000000000000002,0.03498497940414883,0.033453567847123326,0.02553191489361708,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A226.xlsx,0.08333333333333337,0.06784164541697897,0.06681608212786162,0.05808848362039859,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A232.xlsx,0.04629629629629633,0.04110777320092198,0.04231996014346138,0.03900709219858158,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A236.xlsx,0.05000000000000002,0.04499499313471629,0.0468132735485254,0.04184397163120569,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A237.xlsx,0.05000000000000002,0.03498497940414883,0.033453567847123326,0.02553191489361708,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A238.xlsx,0.05000000000000002,0.03498497940414883,0.033453567847123326,0.02553191489361708,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A239.xlsx,0.03157894736842108,0.03560337071004626,0.033840990711793396,0.04085013064576331,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A240.xlsx,0.050000000000000024,0.038321650647671325,0.03790680308092403,0.030969267139479957,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A241.xlsx,0.08030303030303033,0.06380504471005805,0.06255363280162587,0.056618191369964474,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A246.xlsx,0.04523809523809521,0.06597312367998494,0.06775525141118907,0.07708544410672062,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A251.xlsx,0.11190476190476195,0.09545973934740114,0.09478051518472361,0.0851063829787235,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A274.xlsx,0.06704545454545452,0.07997505561410415,0.08226408401021679,0.08811519449817315,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A275.xlsx,0.03518518518518518,0.0502039145701354,0.05066587565421787,0.061006041502495334,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A294.xlsx,0.05000000000000002,0.03498497940414883,0.033453567847123326,0.02553191489361708,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A295.xlsx,0.08333333333333337,0.06784164541697897,0.06681608212786162,0.05808848362039859,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3000.xlsx,0.039743589743589734,0.049774709748235474,0.050891434218607715,0.05737406801236587,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3001.xlsx,0.0711111111111111,0.07893560586547443,0.08100926597087243,0.08587470449172568,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3002.xlsx,0.05317460317460318,0.04738150869931726,0.04821447795681297,0.0473469923824534,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3003.xlsx,0.050000000000000024,0.034508312083645624,0.03348274879452827,0.02475515028706524,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3005.xlsx,0.052857142857142866,0.039562416213917886,0.03910931946626611,0.034152313407632584,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3008.xlsx,0.029545454545454555,0.041423628806518266,0.04270789404346515,0.053641467870191216,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3009.xlsx,0.029230769230769227,0.031112911624150467,0.031081133594786488,0.03505182760501908,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3010.xlsx,0.050000000000000024,0.04308832385270343,0.041607138063133445,0.03679500168861876,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3011.xlsx,0.04999999999999999,0.06310835131383831,0.06233833278154942,0.06941911516379598,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3012.xlsx,0.10000000000000003,0.0827605319084672,0.0828134952907405,0.07190701339637517,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3013.xlsx,0.06515151515151518,0.04953286152065004,0.048193661178157446,0.0408016333548249,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3014.xlsx,0.024074074074074053,0.045578920926879575,0.046408616060374185,0.058018124507486134,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3018.xlsx,0.05000000000000003,0.03832165064767133,0.038572160490300496,0.030969267139479957,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3019.xlsx,0.07500000000000002,0.05915081159326822,0.05792244677187757,0.049172576832151364,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3020.xlsx,0.038888888888888876,0.05427465073402033,0.053878797931471004,0.06297609666403987,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3022.xlsx,0.06794871794871793,0.058845597527789,0.06008262909946452,0.0571467539552646,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3023.xlsx,0.03831168831168832,0.03287854945663149,0.03429584905699438,0.03684259003407934,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3024.xlsx,0.06699346405228762,0.060027672873278384,0.0608109528725019,0.055366275745917,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3027.xlsx,0.06285714285714288,0.05256542033308811,0.051021355337150874,0.04707868963188118,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3031.xlsx,0.02272727272727272,0.020424594203365877,0.022203152080470016,0.029013539651837443,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3032.xlsx,0.03701298701298701,0.04635653509352976,0.04772843750908695,0.05550950231801288,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3036.xlsx,0.0425925925925926,0.039445000762809296,0.0382079691911338,0.04084581034935645,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3037.xlsx,0.06615384615384615,0.049758215665606606,0.04816943033722438,0.041612111292962425,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3039.xlsx,0.053333333333333365,0.04533199816925767,0.04395387220001935,0.0417730496453901,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3041.xlsx,0.052000000000000005,0.0706853589637259,0.0713491150705216,0.07973049645390066,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3043.xlsx,0.045454545454545456,0.06558946099563764,0.06717677296821936,0.07728212980872548,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3045.xlsx,0.0568181818181818,0.07767237709019734,0.07941121243059648,0.08910246077799264,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3049.xlsx,0.0681818181818182,0.052072902363992264,0.05120348469379269,0.04910810229959169,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3051.xlsx,0.050000000000000024,0.03610091194108871,0.03464848821881878,0.031258208563173136,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3052.xlsx,0.05740740740740743,0.04573276684417778,0.045523545518709546,0.041765169424743925,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3053.xlsx,0.050000000000000024,0.034508312083645624,0.03348274879452827,0.02475515028706524,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3056.xlsx,0.052857142857142866,0.04289908745744035,0.04123380376724918,0.038230327592029746,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3057.xlsx,0.1306818181818182,0.11191304243700423,0.11174534119033555,0.10179588437567166,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3058.xlsx,0.057954545454545495,0.05178322370171857,0.0507225601269966,0.05552197506984743,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3059.xlsx,0.03977272727272726,0.05918836308289614,0.06062415168766045,0.0703712658499892,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3060.xlsx,0.10555555555555557,0.08720386371618191,0.08664456280205932,0.07873653795639617,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3062.xlsx,0.02500000000000001,0.030204831774018746,0.031584719963226836,0.04182113690092406,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3063.xlsx,0.040000000000000015,0.035876134155040776,0.03430029112973955,0.03603382433169669,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3066.xlsx,0.02272727272727272,0.020424594203365877,0.022203152080470016,0.029013539651837443,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3071.xlsx,0.07916666666666669,0.06415581845855192,0.06343792415616978,0.058510638297872376,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A3072.xlsx,0.0931818181818182,0.07566429415332515,0.07504202280320421,0.06633489146787025,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A4000.xlsx,0.027777777777777783,0.02944982218863807,0.028550528555364538,0.034410296821644315,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A4001.xlsx,0.03000000000000001,0.03945612713010646,0.04038847490414658,0.046183346467034384,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A530.xlsx,0.08068181818181822,0.06358137805876549,0.06280758334082712,0.056415215989684124,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A531.xlsx,0.061111111111111144,0.04684128180291955,0.04550487171469965,0.041239821381665404,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A535.xlsx,0.1547619047619048,0.13688688024303433,0.13672716477001656,0.12757514353259042,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A536.xlsx,0.02236842105263162,0.02352045461548658,0.021606551249416288,0.02902979967649618,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A538.xlsx,0.029365079365079354,0.038502792489100025,0.03862263094949486,0.04398851739277266,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A543.xlsx,0.05000000000000002,0.03498497940414883,0.033453567847123326,0.02553191489361708,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A547.xlsx,0.05,0.06596835523685761,0.06682074896275506,0.07407970280310704,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A577.xlsx,0.07222222222222224,0.06314277040395452,0.06199073701206675,0.060809035986340985,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A582.xlsx,0.05568181818181815,0.056673342487044955,0.05890647046760137,0.06447453255963886,Graded-test temporal holdout,load_fraction,10-bin midpoint,
A600.xlsx,0.023015873015872997,0.03978026326794506,0.039790818354327094,0.05006754474839574,Graded-test temporal holdout,load_fraction,10-bin midpoint,
,0.10785559701482134,0.08799660564013322,0.08998299851526241,0.08272887306047934,ACTES external validation,vo2r,10-bin midpoint,1.0
,0.06797687267151295,0.05466726736684401,0.05651661254950229,0.050859352975999625,ACTES external validation,vo2r,10-bin midpoint,2.0
,0.10986258354375716,0.0920490171635249,0.1009126871543601,0.08705192017682242,ACTES external validation,vo2r,10-bin midpoint,3.0
,0.10677095745627763,0.08954621348531089,0.0991237294563167,0.08403440653000929,ACTES external validation,vo2r,10-bin midpoint,4.0
,0.0634118189138384,0.052294872471699366,0.06014337256636413,0.0488590807734792,ACTES external validation,vo2r,10-bin midpoint,5.0
,0.04001405170324979,0.03723525072936327,0.04201664437125817,0.03878130687600836,ACTES external validation,vo2r,10-bin midpoint,6.0
,0.08718755592560051,0.08120867620024652,0.07700020569637198,0.08103347891951665,ACTES external validation,vo2r,10-bin midpoint,7.0
,0.059352447913262475,0.04942293150240947,0.051686641581600495,0.04702976745004029,ACTES external validation,vo2r,10-bin midpoint,8.0
,0.06605519960253886,0.053918259346088175,0.05503634317222915,0.052419206865063565,ACTES external validation,vo2r,10-bin midpoint,9.0
,0.06669181164089513,0.055338856439393506,0.05982222094419844,0.051887242395718514,ACTES external validation,vo2r,10-bin midpoint,10.0
,0.06323706158006812,0.05110449303352885,0.058047137631819394,0.04828257735818913,ACTES external validation,vo2r,10-bin midpoint,11.0
,0.03909141357746079,0.04257082459183257,0.04398079293065092,0.045031873853832276,ACTES external validation,vo2r,10-bin midpoint,12.0
,0.0465448542016848,0.056621306463167174,0.048458182067590026,0.061565618572234714,ACTES external validation,vo2r,10-bin midpoint,13.0
,0.06000519655135141,0.0623819188095342,0.059883925105378565,0.0647686445961279,ACTES external validation,vo2r,10-bin midpoint,14.0
,0.06617082879177304,0.05073803436395569,0.052294357031642445,0.046571621917376745,ACTES external validation,vo2r,10-bin midpoint,15.0
,0.059254693014480116,0.04712917031884777,0.049388943573885895,0.04488405498964157,ACTES external validation,vo2r,10-bin midpoint,16.0
,0.14276081818604627,0.11792148953595108,0.1224600486993842,0.10958887667731929,ACTES external validation,vo2r,10-bin midpoint,17.0
,0.06609518382557487,0.054401334264215936,0.054594324494057364,0.05157986877409897,ACTES external validation,vo2r,10-bin midpoint,18.0
,0.14058823529411765,0.122852544299702,0.12284693538801268,0.1139870350758962,ACTES external validation,power_fraction,10-bin midpoint,1.0
,0.12030812324929975,0.10437715368463847,0.10413739677045065,0.09488050539364687,ACTES external validation,power_fraction,10-bin midpoint,2.0
,0.07959372772630079,0.06904694514351449,0.06728950771877895,0.06299798304544975,ACTES external validation,power_fraction,10-bin midpoint,3.0
,0.06954602774274903,0.07400918201293082,0.0727858295526653,0.07612197084351484,ACTES external validation,power_fraction,10-bin midpoint,4.0
,0.08291245791245794,0.07072111080755954,0.06859902399732334,0.06480586001862601,ACTES external validation,power_fraction,10-bin midpoint,5.0
,0.08395380130074008,0.06800904123247005,0.06591781909276861,0.06160741126003831,ACTES external validation,power_fraction,10-bin midpoint,6.0
,0.1451783992285439,0.12388754148263463,0.12320379790334028,0.11358175405960552,ACTES external validation,power_fraction,10-bin midpoint,7.0
,0.09229691876750701,0.0766244099271692,0.07517049912964696,0.06950155948904388,ACTES external validation,power_fraction,10-bin midpoint,8.0
,0.15027418723070896,0.13227163894214986,0.1318584689551589,0.12374979049354634,ACTES external validation,power_fraction,10-bin midpoint,9.0
,0.08666666666666667,0.07214503001209245,0.07162045776297384,0.06570212765957452,ACTES external validation,power_fraction,10-bin midpoint,10.0
,0.12893750000000004,0.11949472038083138,0.11723989381029734,0.11417774822695038,ACTES external validation,power_fraction,10-bin midpoint,11.0
,0.05651639344262294,0.051594803358427276,0.05012252779272825,0.04770335167745354,ACTES external validation,power_fraction,10-bin midpoint,12.0
,0.039462809917355374,0.03441830141630705,0.0347977109369427,0.036242502393372775,ACTES external validation,power_fraction,10-bin midpoint,13.0
,0.07078960519740131,0.05873235049088378,0.05700923811712974,0.05245072499211391,ACTES external validation,power_fraction,10-bin midpoint,14.0
,0.05100488084984209,0.04227245059017344,0.04045090322148773,0.03964341492517865,ACTES external validation,power_fraction,10-bin midpoint,15.0
,0.12129446640316206,0.10553143214675537,0.10457642393431878,0.09692671394799059,ACTES external validation,power_fraction,10-bin midpoint,16.0
,0.21461461461461462,0.19212297882494453,0.19097901300264344,0.18022839624494474,ACTES external validation,power_fraction,10-bin midpoint,17.0
