file,raw_linear,scaled_linear,affine_linear,cycling_tail,dataset,target,representation,ID
,0.14554449130349603,0.12888098816671703,0.12797346542798252,0.12020753525476868,ACTES external validation,power_fraction,continuous,9.0
,0.09255915353754145,0.07141920357212571,0.06982759807674098,0.06609687012417066,ACTES external validation,power_fraction,continuous,10.0
,0.12803530314225708,0.11661923301005475,0.11357812997340837,0.11167685595253316,ACTES external validation,power_fraction,continuous,11.0
,0.048902554146787236,0.038698039264507954,0.036447636940043146,0.03512684386080614,ACTES external validation,power_fraction,continuous,12.0
,0.03232673690288108,0.023035993044908817,0.022457727148832176,0.02451279015077537,ACTES external validation,power_fraction,continuous,13.0
,0.06533604199225866,0.04841566627475062,0.04646311490260049,0.0444382003844115,ACTES external validation,power_fraction,continuous,14.0
,0.04748427135203397,0.03415471009474343,0.0320531862780051,0.030626518038033235,ACTES external validation,power_fraction,continuous,15.0
,0.11922038260756739,0.09826981464559494,0.09737232490516953,0.09228356677326356,ACTES external validation,power_fraction,continuous,16.0
,0.21963670488076653,0.19317680858696124,0.19176941423079963,0.18616864686002643,ACTES external validation,power_fraction,continuous,17.0
,0.13926013205959728,0.115831556467989,0.11446406876350387,0.10832445407199488,ACTES external validation,power_fraction,continuous,18.0
A1085.xlsx,0.09930555555555556,0.07944322210137854,0.08228475177990446,0.07245862884160761,Graded-test temporal holdout,vo2r,10-bin midpoint,
A1086.xlsx,0.04666064981949457,0.03546228913222285,0.035178068241022056,0.031947431531693035,Graded-test temporal holdout,vo2r,10-bin midpoint,
A1088.xlsx,0.04586531319633574,0.04691407723493239,0.04159509127371186,0.04863470641154184,Graded-test temporal holdout,vo2r,10-bin midpoint,
A1096.xlsx,0.06549925484351725,0.0484743975970798,0.05546741019275979,0.04103116973713431,Graded-test temporal holdout,vo2r,10-bin midpoint,
A1106.xlsx,0.07971327074346614,0.06444938544650312,0.06949351782608822,0.05911245240824626,Graded-test temporal holdout,vo2r,10-bin midpoint,
