file,raw_hrr_exact,raw_hrr_within_one,raw_hrr_bin_error,scaled_linear_exact,scaled_linear_within_one,scaled_linear_bin_error,affine_linear_exact,affine_linear_within_one,affine_linear_bin_error,cychrr_t_exact,cychrr_t_within_one,cychrr_t_bin_error,dataset,target,ID
A3031.xlsx,1.0,1.0,0.0,0.875,1.0,0.125,0.875,1.0,0.125,0.875,1.0,0.125,Graded-test temporal holdout,load_fraction,
A3032.xlsx,0.7142857142857143,1.0,0.2857142857142857,0.2857142857142857,1.0,0.7142857142857143,0.2857142857142857,1.0,0.7142857142857143,0.2857142857142857,1.0,0.7142857142857143,Graded-test temporal holdout,load_fraction,
A3036.xlsx,0.7777777777777778,1.0,0.2222222222222222,0.5555555555555556,1.0,0.4444444444444444,0.6666666666666666,1.0,0.3333333333333333,0.7777777777777778,1.0,0.2222222222222222,Graded-test temporal holdout,load_fraction,
A3037.xlsx,0.4,1.0,0.6,0.7,1.0,0.3,0.7,1.0,0.3,0.9,1.0,0.1,Graded-test temporal holdout,load_fraction,
A3039.xlsx,0.7,1.0,0.3,0.6,1.0,0.4,0.6,1.0,0.4,0.6,1.0,0.4,Graded-test temporal holdout,load_fraction,
A3041.xlsx,0.5,1.0,0.5,0.2,1.0,0.8,0.2,1.0,0.8,0.2,1.0,0.8,Graded-test temporal holdout,load_fraction,
A3043.xlsx,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.375,1.0,0.625,Graded-test temporal holdout,load_fraction,
A3045.xlsx,0.375,1.0,0.625,0.25,1.0,0.75,0.25,1.0,0.75,0.25,1.0,0.75,Graded-test temporal holdout,load_fraction,
A3049.xlsx,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,Graded-test temporal holdout,load_fraction,
A3051.xlsx,0.6666666666666666,1.0,0.3333333333333333,0.7777777777777778,1.0,0.2222222222222222,0.7777777777777778,1.0,0.2222222222222222,0.7777777777777778,1.0,0.2222222222222222,Graded-test temporal holdout,load_fraction,
A3052.xlsx,0.5555555555555556,1.0,0.4444444444444444,0.7777777777777778,1.0,0.2222222222222222,0.7777777777777778,1.0,0.2222222222222222,0.7777777777777778,1.0,0.2222222222222222,Graded-test temporal holdout,load_fraction,
A3053.xlsx,1.0,1.0,0.0,0.7142857142857143,1.0,0.2857142857142857,0.7142857142857143,1.0,0.2857142857142857,0.5714285714285714,1.0,0.42857142857142855,Graded-test temporal holdout,load_fraction,
A3056.xlsx,0.6,1.0,0.4,0.8,1.0,0.2,0.9,1.0,0.1,0.9,1.0,0.1,Graded-test temporal holdout,load_fraction,
A3057.xlsx,0.25,0.625,1.125,0.375,0.875,0.75,0.375,1.0,0.625,0.5,1.0,0.5,Graded-test temporal holdout,load_fraction,
A3058.xlsx,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.625,1.0,0.375,Graded-test temporal holdout,load_fraction,
A3059.xlsx,0.6363636363636364,1.0,0.36363636363636365,0.36363636363636365,1.0,0.6363636363636364,0.36363636363636365,1.0,0.6363636363636364,0.36363636363636365,1.0,0.6363636363636364,Graded-test temporal holdout,load_fraction,
A3060.xlsx,0.3333333333333333,0.7777777777777778,0.8888888888888888,0.4444444444444444,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.5555555555555556,Graded-test temporal holdout,load_fraction,
A3062.xlsx,0.875,1.0,0.125,0.875,1.0,0.125,0.875,1.0,0.125,0.75,1.0,0.25,Graded-test temporal holdout,load_fraction,
A3063.xlsx,0.7,1.0,0.3,0.7,1.0,0.3,0.8,1.0,0.2,0.8,1.0,0.2,Graded-test temporal holdout,load_fraction,
A3066.xlsx,1.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.375,1.0,0.625,Graded-test temporal holdout,load_fraction,
A3071.xlsx,0.5,0.875,0.625,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,Graded-test temporal holdout,load_fraction,
A3072.xlsx,0.25,1.0,0.75,0.75,1.0,0.25,0.75,1.0,0.25,0.75,1.0,0.25,Graded-test temporal holdout,load_fraction,
A4000.xlsx,1.0,1.0,0.0,0.8888888888888888,1.0,0.1111111111111111,0.8888888888888888,1.0,0.1111111111111111,0.7777777777777778,1.0,0.2222222222222222,Graded-test temporal holdout,load_fraction,
A4001.xlsx,0.8888888888888888,1.0,0.1111111111111111,0.7777777777777778,1.0,0.2222222222222222,0.7777777777777778,1.0,0.2222222222222222,0.7777777777777778,1.0,0.2222222222222222,Graded-test temporal holdout,load_fraction,
A530.xlsx,0.375,1.0,0.625,0.875,1.0,0.125,0.875,1.0,0.125,1.0,1.0,0.0,Graded-test temporal holdout,load_fraction,
A531.xlsx,0.5555555555555556,1.0,0.4444444444444444,0.5555555555555556,1.0,0.4444444444444444,0.5555555555555556,1.0,0.4444444444444444,0.6666666666666666,1.0,0.3333333333333333,Graded-test temporal holdout,load_fraction,
A535.xlsx,0.14285714285714285,0.2857142857142857,1.5714285714285714,0.14285714285714285,0.42857142857142855,1.4285714285714286,0.14285714285714285,0.42857142857142855,1.4285714285714286,0.14285714285714285,0.42857142857142855,1.4285714285714286,Graded-test temporal holdout,load_fraction,
A536.xlsx,1.0,1.0,0.0,0.75,1.0,0.25,0.75,1.0,0.25,0.625,1.0,0.375,Graded-test temporal holdout,load_fraction,
A538.xlsx,0.8571428571428571,1.0,0.14285714285714285,0.7142857142857143,1.0,0.2857142857142857,0.7142857142857143,1.0,0.2857142857142857,0.8571428571428571,1.0,0.14285714285714285,Graded-test temporal holdout,load_fraction,
A543.xlsx,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.875,1.0,0.125,Graded-test temporal holdout,load_fraction,
A547.xlsx,0.2857142857142857,1.0,0.7142857142857143,0.14285714285714285,1.0,0.8571428571428571,0.14285714285714285,1.0,0.8571428571428571,0.14285714285714285,1.0,0.8571428571428571,Graded-test temporal holdout,load_fraction,
A577.xlsx,0.4444444444444444,1.0,0.5555555555555556,0.7777777777777778,1.0,0.2222222222222222,0.7777777777777778,1.0,0.2222222222222222,0.7777777777777778,1.0,0.2222222222222222,Graded-test temporal holdout,load_fraction,
A582.xlsx,0.625,1.0,0.375,0.375,1.0,0.625,0.375,1.0,0.625,0.25,1.0,0.75,Graded-test temporal holdout,load_fraction,
A600.xlsx,1.0,1.0,0.0,0.42857142857142855,1.0,0.5714285714285714,0.42857142857142855,1.0,0.5714285714285714,0.42857142857142855,1.0,0.5714285714285714,Graded-test temporal holdout,load_fraction,
,0.23076923076923078,0.7076923076923077,1.0923076923076922,0.26153846153846155,0.8307692307692308,0.9076923076923077,0.27692307692307694,0.8307692307692308,0.8923076923076924,0.2923076923076923,0.8307692307692308,0.8769230769230769,ACTES external validation,vo2r,1.0
,0.47058823529411764,0.9215686274509803,0.6078431372549019,0.5686274509803921,0.9607843137254902,0.47058823529411764,0.6274509803921569,0.9607843137254902,0.4117647058823529,0.5686274509803921,0.9607843137254902,0.47058823529411764,ACTES external validation,vo2r,2.0
,0.21739130434782608,0.7652173913043478,1.0695652173913044,0.33043478260869563,0.8695652173913043,0.8521739130434782,0.30434782608695654,0.782608695652174,0.9652173913043478,0.33043478260869563,0.8782608695652174,0.8347826086956521,ACTES external validation,vo2r,3.0
,0.2905982905982906,0.7264957264957265,1.0256410256410255,0.3162393162393162,0.8034188034188035,0.905982905982906,0.29914529914529914,0.7692307692307693,0.9572649572649573,0.3247863247863248,0.8034188034188035,0.8974358974358975,ACTES external validation,vo2r,4.0
,0.4351851851851852,0.9907407407407407,0.5740740740740741,0.5833333333333334,0.9907407407407407,0.42592592592592593,0.46296296296296297,0.9814814814814815,0.5555555555555556,0.5925925925925926,1.0,0.4074074074074074,ACTES external validation,vo2r,5.0
,0.7142857142857143,0.978021978021978,0.3076923076923077,0.7692307692307693,0.978021978021978,0.25274725274725274,0.7142857142857143,0.978021978021978,0.3076923076923077,0.7472527472527473,0.978021978021978,0.27472527472527475,ACTES external validation,vo2r,6.0
,0.32786885245901637,0.819672131147541,0.8688524590163934,0.3770491803278688,0.819672131147541,0.819672131147541,0.4098360655737705,0.8360655737704918,0.7704918032786885,0.4098360655737705,0.8360655737704918,0.7704918032786885,ACTES external validation,vo2r,7.0
,0.5238095238095238,0.9365079365079365,0.5396825396825397,0.5555555555555556,0.9523809523809523,0.49206349206349204,0.6031746031746031,0.9523809523809523,0.4444444444444444,0.6031746031746031,0.9682539682539683,0.42857142857142855,ACTES external validation,vo2r,8.0
,0.43478260869565216,0.9420289855072463,0.6231884057971014,0.5797101449275363,0.9855072463768116,0.43478260869565216,0.5362318840579711,0.9855072463768116,0.4782608695652174,0.6231884057971014,0.9855072463768116,0.391304347826087,ACTES external validation,vo2r,9.0
,0.41333333333333333,0.92,0.6666666666666666,0.48,0.9866666666666667,0.5333333333333333,0.4533333333333333,0.9866666666666667,0.56,0.5066666666666667,1.0,0.49333333333333335,ACTES external validation,vo2r,10.0
,0.47,0.96,0.57,0.5,0.99,0.51,0.49,0.97,0.54,0.54,0.99,0.47,ACTES external validation,vo2r,11.0
,0.7083333333333334,0.9916666666666667,0.3,0.6833333333333333,0.9916666666666667,0.325,0.6833333333333333,0.9916666666666667,0.325,0.675,0.9916666666666667,0.3333333333333333,ACTES external validation,vo2r,12.0
,0.6198347107438017,0.9669421487603306,0.4132231404958678,0.5454545454545454,0.9669421487603306,0.48760330578512395,0.6198347107438017,0.9917355371900827,0.3884297520661157,0.5289256198347108,0.9586776859504132,0.512396694214876,ACTES external validation,vo2r,13.0
,0.45977011494252873,0.9425287356321839,0.5977011494252874,0.4367816091954023,0.8620689655172413,0.7011494252873564,0.40229885057471265,0.9310344827586207,0.6666666666666666,0.47126436781609193,0.8275862068965517,0.7011494252873564,ACTES external validation,vo2r,14.0
,0.38271604938271603,0.9629629629629629,0.654320987654321,0.3950617283950617,1.0,0.6049382716049383,0.4444444444444444,0.9876543209876543,0.5679012345679012,0.4444444444444444,0.9876543209876543,0.5679012345679012,ACTES external validation,vo2r,15.0
,0.5909090909090909,0.9431818181818182,0.4659090909090909,0.6022727272727273,0.9886363636363636,0.4090909090909091,0.6136363636363636,0.9772727272727273,0.4090909090909091,0.5909090909090909,0.9886363636363636,0.42045454545454547,ACTES external validation,vo2r,16.0
,0.1111111111111111,0.5,1.4259259259259258,0.2037037037037037,0.6666666666666666,1.1666666666666667,0.1111111111111111,0.6666666666666666,1.2592592592592593,0.25925925925925924,0.6851851851851852,1.0925925925925926,ACTES external validation,vo2r,17.0
,0.44,0.9466666666666667,0.6266666666666667,0.6533333333333333,0.9866666666666667,0.37333333333333335,0.6,0.96,0.4533333333333333,0.6933333333333334,0.9866666666666667,0.3333333333333333,ACTES external validation,vo2r,18.0
,0.2153846153846154,0.5230769230769231,1.4153846153846155,0.3076923076923077,0.6307692307692307,1.1538461538461537,0.24615384615384617,0.6307692307692307,1.2,0.2923076923076923,0.6461538461538462,1.1384615384615384,ACTES external validation,power_fraction,1.0
,0.1568627450980392,0.5098039215686274,1.3333333333333333,0.1568627450980392,0.6274509803921569,1.2156862745098038,0.1568627450980392,0.6274509803921569,1.2156862745098038,0.1568627450980392,0.6470588235294118,1.196078431372549,ACTES external validation,power_fraction,2.0
,0.4608695652173913,0.8782608695652174,0.6608695652173913,0.5739130434782609,0.8869565217391304,0.5391304347826087,0.5565217391304348,0.9043478260869565,0.5391304347826087,0.5565217391304348,0.8956521739130435,0.5478260869565217,ACTES external validation,power_fraction,3.0
,0.46153846153846156,0.8632478632478633,0.6752136752136753,0.4188034188034188,0.8461538461538461,0.7350427350427351,0.41025641025641024,0.8632478632478633,0.7264957264957265,0.4017094017094017,0.8461538461538461,0.7521367521367521,ACTES external validation,power_fraction,4.0
,0.3148148148148148,0.8518518518518519,0.8333333333333334,0.4351851851851852,0.8703703703703703,0.6944444444444444,0.46296296296296297,0.8888888888888888,0.6481481481481481,0.5,0.8888888888888888,0.6111111111111112,ACTES external validation,power_fraction,5.0
,0.3076923076923077,0.9340659340659341,0.7582417582417582,0.45054945054945056,1.0,0.5494505494505495,0.4835164835164835,1.0,0.5164835164835165,0.5164835164835165,1.0,0.4835164835164835,ACTES external validation,power_fraction,6.0
,0.18032786885245902,0.5081967213114754,1.5245901639344261,0.2459016393442623,0.639344262295082,1.278688524590164,0.21311475409836064,0.639344262295082,1.3114754098360655,0.29508196721311475,0.639344262295082,1.1967213114754098,ACTES external validation,power_fraction,7.0
,0.25396825396825395,0.7619047619047619,0.9841269841269841,0.3968253968253968,0.7619047619047619,0.8412698412698413,0.42857142857142855,0.7619047619047619,0.8095238095238095,0.4603174603174603,0.7619047619047619,0.7777777777777778,ACTES external validation,power_fraction,8.0
,0.18840579710144928,0.4927536231884058,1.4782608695652173,0.2318840579710145,0.5362318840579711,1.289855072463768,0.2318840579710145,0.5362318840579711,1.289855072463768,0.2318840579710145,0.5652173913043478,1.2463768115942029,ACTES external validation,power_fraction,9.0
,0.3466666666666667,0.9066666666666666,0.7466666666666667,0.36,0.9866666666666667,0.6533333333333333,0.36,0.9866666666666667,0.6533333333333333,0.4266666666666667,1.0,0.5733333333333334,ACTES external validation,power_fraction,10.0
,0.28,0.6,1.28,0.31,0.64,1.16,0.34,0.64,1.13,0.34,0.65,1.1,ACTES external validation,power_fraction,11.0
,0.65,0.95,0.4,0.6916666666666667,0.9583333333333334,0.35,0.7166666666666667,0.9666666666666667,0.31666666666666665,0.6666666666666666,0.9666666666666667,0.36666666666666664,ACTES external validation,power_fraction,12.0
,0.71900826446281,1.0,0.2809917355371901,0.7851239669421488,1.0,0.21487603305785125,0.8099173553719008,1.0,0.19008264462809918,0.7851239669421488,1.0,0.21487603305785125,ACTES external validation,power_fraction,13.0
,0.4482758620689655,0.9770114942528736,0.5747126436781609,0.5747126436781609,0.9885057471264368,0.4367816091954023,0.5747126436781609,0.9770114942528736,0.4482758620689655,0.5747126436781609,0.9770114942528736,0.4482758620689655,ACTES external validation,power_fraction,14.0
,0.6049382716049383,1.0,0.3950617283950617,0.7530864197530864,1.0,0.24691358024691357,0.7407407407407407,1.0,0.25925925925925924,0.7654320987654321,1.0,0.2345679012345679,ACTES external validation,power_fraction,15.0
,0.13636363636363635,0.7386363636363636,1.125,0.2159090909090909,0.8409090909090909,0.9431818181818182,0.22727272727272727,0.8522727272727273,0.9204545454545454,0.29545454545454547,0.875,0.8295454545454546,ACTES external validation,power_fraction,16.0
,0.0,0.037037037037037035,2.240740740740741,0.0,0.1111111111111111,2.037037037037037,0.0,0.1111111111111111,2.037037037037037,0.0,0.16666666666666666,1.9074074074074074,ACTES external validation,power_fraction,17.0
,0.14666666666666667,0.68,1.28,0.25333333333333335,0.76,0.9866666666666667,0.26666666666666666,0.76,0.9733333333333334,0.3333333333333333,0.76,0.9066666666666666,ACTES external validation,power_fraction,18.0
