file,raw_hrr,scaled_linear,affine_linear,cychrr_t,dataset,target,hrr_band,ID
A538.xlsx,0.058332882468574675,0.04758578260245363,0.04825392900821052,0.044962344159075816,Graded-test temporal holdout,vo2r,<0.60,
A543.xlsx,0.01773024361259662,0.00785411733327481,0.015099032448336843,0.009489976949301074,Graded-test temporal holdout,vo2r,<0.60,
A547.xlsx,0.027178980856782498,0.04648550233148738,0.02855098804305839,0.051198352428312666,Graded-test temporal holdout,vo2r,<0.60,
A577.xlsx,0.07441266524458381,0.05442795845650056,0.07152724056305587,0.04954955882119377,Graded-test temporal holdout,vo2r,<0.60,
A582.xlsx,0.08426762752951097,0.10330314829498558,0.08503487786469595,0.10794984531910906,Graded-test temporal holdout,vo2r,<0.60,
A600.xlsx,0.05861889927310485,0.07634365323748898,0.056461082713101796,0.0806703833813265,Graded-test temporal holdout,vo2r,<0.60,
A1085.xlsx,0.0980563207835935,0.068438142529964,0.07367313735034436,0.06120814853890294,Graded-test temporal holdout,vo2r,0.60-<0.80,
A1086.xlsx,0.05141344918313656,0.021042266397635123,0.02534988398688215,0.013628459000021687,Graded-test temporal holdout,vo2r,0.60-<0.80,
A1088.xlsx,0.06642077352649267,0.03541646206086824,0.03894433783254081,0.027848103748149167,Graded-test temporal holdout,vo2r,0.60-<0.80,
A1096.xlsx,0.0631147540983607,0.03391195273487352,0.0396585129628344,0.026783355001004205,Graded-test temporal holdout,vo2r,0.60-<0.80,
