family,participants,median_participant_rho,ci_low,ci_high
original_exp,9,0.5538134206842098,0.3774758650974198,0.7256232456497339
entropic_hrr,9,0.7972482047700905,0.6874801987523056,0.861664043281897
tilted_hrr,9,0.7972482047700905,0.6601268751945215,0.856800239871006
power_hrr,9,0.7972482047700905,0.6746095210812051,0.8601933131034769
linear_decile,9,0.6906256292362234,0.6442165606426826,0.9179194726064672
mean_hrr,9,0.7020686379831238,0.6403429656151393,0.9111173455312743
banister_trimp,9,0.7744046403152623,0.6021212093699102,0.8318817571688893
