minimum_sessions,participants,sessions,tilted_participant_balanced_mae,linear_participant_balanced_mae,mae_difference,conditional_ci_low,conditional_ci_high
5,9,244,1.1752791231491577,1.31776199871205,-0.1424828755628923,-0.21622987178859923,-0.06692216402753016
