sessions,weighted_hrr_below_zero_percent,weighted_hrr_above_one_percent,sessions_with_any_below_zero,sessions_with_any_above_one,sessions_with_session_date_resting_hr
255,0.03351494024135367,0.6488446043265579,12,22,209
