family,participants,participant_balanced_mae,mae_ci_low,mae_ci_high,participant_balanced_rmse,rmse_ci_low,rmse_ci_high,pooled_cv_r2,r2_ci_low,r2_ci_high
intercept_only,15,1.4210132158314523,1.1233007188582165,1.7558251716189053,1.7738311863937215,1.4261422655126959,2.1029795420488053,-0.020970903338875413,-0.12121733765821013,-0.014661178978249234
