file,raw_linear,scaled_linear,affine_linear,cycling_tail,dataset,target,representation,ID,delta_tail_minus_raw,setting
,0.1405620492432552,0.1191825642847436,0.1188683876789792,0.1117872090691249,ACTES external validation,power_fraction,continuous,1.0,-0.02877484017413029,"External
power"
,0.1278690782806894,0.1077868322498108,0.10706310356673,0.0971203742128908,ACTES external validation,power_fraction,continuous,2.0,-0.030748704067798616,"External
power"
,0.0812753232705949,0.0670621264932285,0.0648049199889596,0.0639822207462735,ACTES external validation,power_fraction,continuous,3.0,-0.01729310252432141,"External
power"
,0.0665377734551133,0.0671879400530684,0.0654928875973423,0.0689294124163637,ACTES external validation,power_fraction,continuous,4.0,0.0023916389612504,"External
power"
,0.0830717622786683,0.0674736292712675,0.0646793456686498,0.0600634089791338,ACTES external validation,power_fraction,continuous,5.0,-0.023008353299534504,"External
power"
,0.0841409302724764,0.0620289374890021,0.0593551312409053,0.0559288687903297,ACTES external validation,power_fraction,continuous,6.0,-0.028212061482146708,"External
power"
,0.1442501003610033,0.1192794314133546,0.118430054456821,0.1124845776100942,ACTES external validation,power_fraction,continuous,7.0,-0.0317655227509091,"External
power"
,0.0918053540274167,0.0722483995859265,0.0702486324223192,0.0634083584055618,ACTES external validation,power_fraction,continuous,8.0,-0.028396995621854895,"External
power"
,0.145544491303496,0.128880988166717,0.1279734654279825,0.1202075352547686,ACTES external validation,power_fraction,continuous,9.0,-0.025336956048727405,"External
power"
,0.0925591535375414,0.0714192035721257,0.0698275980767409,0.0660968701241706,ACTES external validation,power_fraction,continuous,10.0,-0.0264622834133708,"External
power"
,0.128035303142257,0.1166192330100547,0.1135781299734083,0.1116768559525331,ACTES external validation,power_fraction,continuous,11.0,-0.0163584471897239,"External
power"
,0.0489025541467872,0.0386980392645079,0.0364476369400431,0.0351268438608061,ACTES external validation,power_fraction,continuous,12.0,-0.013775710285981103,"External
power"
,0.032326736902881,0.0230359930449088,0.0224577271488321,0.0245127901507753,ACTES external validation,power_fraction,continuous,13.0,-0.0078139467521057,"External
power"
,0.0653360419922586,0.0484156662747506,0.0464631149026004,0.0444382003844115,ACTES external validation,power_fraction,continuous,14.0,-0.020897841607847106,"External
power"
,0.0474842713520339,0.0341547100947434,0.0320531862780051,0.0306265180380332,ACTES external validation,power_fraction,continuous,15.0,-0.016857753314000697,"External
power"
,0.1192203826075673,0.0982698146455949,0.0973723249051695,0.0922835667732635,ACTES external validation,power_fraction,continuous,16.0,-0.026936815834303796,"External
power"
,0.2196367048807665,0.1931768085869612,0.1917694142307996,0.1861686468600264,ACTES external validation,power_fraction,continuous,17.0,-0.0334680580207401,"External
power"
,0.1392601320595972,0.115831556467989,0.1144640687635038,0.1083244540719948,ACTES external validation,power_fraction,continuous,18.0,-0.030935677987602397,"External
power"
