hrr,raw_identity,cycling_transfer
0.58,0.58,0.5484633569739952
0.582,0.582,0.5503546099290779
0.584,0.584,0.5522458628841607
0.586,0.586,0.5541371158392434
0.588,0.588,0.5560283687943262
0.59,0.59,0.5579196217494089
0.592,0.592,0.5598108747044916
0.594,0.594,0.5617021276595744
0.596,0.596,0.5635933806146571
0.598,0.598,0.5654846335697399
0.6,0.6,0.5673758865248226
0.602,0.602,0.5692671394799054
0.604,0.604,0.5711583924349881
0.606,0.606,0.5730496453900709
0.608,0.608,0.5749408983451536
0.61,0.61,0.5768321513002364
0.612,0.612,0.5787234042553191
0.614,0.614,0.5806146572104018
0.616,0.616,0.5825059101654846
0.618,0.618,0.5843971631205673
0.62,0.62,0.5862884160756501
0.622,0.622,0.5881796690307328
0.624,0.624,0.5900709219858156
0.626,0.626,0.5919621749408983
0.628,0.628,0.5938534278959811
0.63,0.63,0.5957446808510638
0.632,0.632,0.5976359338061465
0.634,0.634,0.5995271867612293
0.636,0.636,0.601418439716312
0.638,0.638,0.6033096926713948
0.64,0.64,0.6052009456264775
0.642,0.642,0.6070921985815603
0.644,0.644,0.608983451536643
0.646,0.646,0.6108747044917258
0.648,0.648,0.6127659574468085
0.65,0.65,0.6146572104018913
0.652,0.652,0.616548463356974
0.654,0.654,0.6184397163120567
0.656,0.656,0.6203309692671395
0.658,0.658,0.6222222222222222
0.66,0.66,0.624113475177305
0.662,0.662,0.6260047281323877
0.664,0.664,0.6278959810874705
0.666,0.666,0.6297872340425532
0.668,0.668,0.631678486997636
0.67,0.67,0.6335697399527187
0.672,0.672,0.6354609929078014
0.674,0.674,0.6373522458628842
0.676,0.676,0.6392434988179668
0.678,0.678,0.6411347517730496
0.68,0.68,0.6430260047281323
0.682,0.682,0.6449172576832151
0.684,0.684,0.6468085106382978
0.686,0.686,0.6486997635933806
0.6880000000000001,0.6880000000000001,0.6505910165484633
0.6900000000000001,0.6900000000000001,0.652482269503546
0.6920000000000001,0.6920000000000001,0.6543735224586288
0.6940000000000001,0.6940000000000001,0.6562647754137115
0.6960000000000001,0.6960000000000001,0.6581560283687943
0.6980000000000001,0.6980000000000001,0.660047281323877
